Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
5,Fresh_Graduate,High,20.0,no,normal,6,19.0,4.0,2.0,1.0,1,terrace,10.0,N.Sembilan,3.0,Medium,Medium,Low,Accept,9
5,Fresh_Graduate,Medium,23.0,yes,gold,6,15.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,High,Medium,High,Reject,7
5,Fresh_Graduate,High,19.0,no,normal,6,15.0,5.0,2.0,1.0,2,condominium,10.0,N.Sembilan,3.0,Medium,Low,Medium,Accept,9
5,Fresh_Graduate,Medium,15.0,yes,gold,6,19.0,4.0,2.0,1.0,3,terrace,10.0,N.Sembilan,3.0,Low,High,High,Accept,7
5,Fresh_Graduate,Medium,22.0,no,normal,6,19.0,5.0,2.0,1.0,3,terrace,10.0,N.Sembilan,1.0,High,Medium,High,Accept,8
5,Fresh_Graduate,Medium,16.0,yes,normal,6,19.0,5.0,2.0,1.0,3,terrace,10.0,N.Sembilan,1.0,Medium,Medium,Low,Accept,6
5,Fresh_Graduate,High,19.0,no,gold,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,High,Low,Medium,Reject,6
5,Fresh_Graduate,Medium,22.0,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,Medium,High,Medium,Accept,7
5,Fresh_Graduate,Medium,10.0,no,gold,6,15.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,Medium,Medium,High,Accept,7
5,Fresh_Graduate,Medium,18.0,yes,normal,6,19.0,5.0,2.0,1.0,1,terrace,10.0,N.Sembilan,3.0,Medium,High,High,Reject,7
5,Fresh_Graduate,Medium,18.0,no,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,High,Medium,Medium,Reject,7
5,Fresh_Graduate,Low,18.0,yes,normal,6,19.0,4.0,2.0,4.0,1,condominium,10.0,N.Sembilan,3.0,High,Medium,Low,Reject,6
5,Fresh_Graduate,Low,15.0,no,platinum,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,Medium,High,High,Accept,8
5,Fresh_Graduate,Medium,24.0,yes,normal,6,15.0,4.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,Medium,High,Medium,Accept,8
5,Fresh_Graduate,Medium,22.0,no,normal,6,15.0,4.0,2.0,4.0,3,condominium,10.0,N.Sembilan,3.0,High,High,Medium,Reject,8
5,Fresh_Graduate,High,21.0,yes,platinum,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,Medium,High,Medium,Accept,9
5,Fresh_Graduate,Medium,11.0,no,gold,6,19.0,5.0,2.0,1.0,3,terrace,10.0,N.Sembilan,2.0,Low,Medium,Medium,Accept,9
5,Fresh_Graduate,Medium,23.0,yes,gold,6,15.0,4.0,2.0,1.0,2,terrace,10.0,N.Sembilan,2.0,High,Medium,Medium,Accept,9
5,Fresh_Graduate,Low,20.0,no,platinum,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,Low,Medium,High,Accept,8
5,Fresh_Graduate,Low,18.0,yes,gold,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,1.0,Medium,Medium,High,Accept,6
5,Fresh_Graduate,Medium,12.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,Medium,Low,Medium,Accept,9
5,Fresh_Graduate,Medium,21.0,yes,gold,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,1.0,Medium,Low,High,Reject,8
5,Fresh_Graduate,Medium,12.0,no,platinum,6,19.0,4.0,2.0,4.0,1,terrace,10.0,N.Sembilan,3.0,Low,Medium,High,Accept,8
5,Fresh_Graduate,Low,20.0,yes,normal,6,15.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,3.0,Medium,Medium,High,Accept,8
5,Fresh_Graduate,Medium,15.0,no,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,Medium,High,Medium,Accept,9
5,Fresh_Graduate,Medium,12.0,yes,platinum,6,19.0,4.0,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,High,Medium,Low,Accept,9
5,Fresh_Graduate,High,15.0,no,normal,6,19.0,4.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,Medium,High,Medium,Accept,9
5,Fresh_Graduate,High,17.0,yes,gold,6,15.0,5.0,2.0,1.0,2,terrace,10.0,N.Sembilan,2.0,Medium,Medium,Medium,Accept,6
5,Fresh_Graduate,High,23.0,no,gold,6,19.0,5.0,2.0,4.0,3,condominium,10.0,N.Sembilan,2.0,Low,High,High,Reject,9
5,Fresh_Graduate,Medium,13.0,yes,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,Low,Low,High,Reject,9
5,Fresh_Graduate,Medium,14.0,no,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,Medium,Low,Medium,Accept,9
5,Fresh_Graduate,High,17.0,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,High,Medium,Low,Accept,9
5,Fresh_Graduate,Medium,24.0,no,normal,6,15.0,5.0,2.0,1.0,1,terrace,10.0,N.Sembilan,3.0,Low,High,High,Reject,8
5,Fresh_Graduate,Medium,22.0,yes,normal,6,15.0,4.0,2.0,1.0,3,terrace,10.0,N.Sembilan,3.0,Medium,High,High,Accept,8
5,Fresh_Graduate,Low,11.0,no,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,2.0,Medium,High,Medium,Accept,9
5,Fresh_Graduate,Low,22.0,yes,normal,6,19.0,4.0,2.0,1.0,2,terrace,10.0,N.Sembilan,2.0,Low,Medium,Medium,Accept,9
5,Fresh_Graduate,Medium,11.0,no,gold,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,Low,Low,Medium,Reject,8
5,Fresh_Graduate,Medium,14.0,yes,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,3.0,High,Medium,Medium,Accept,7
5,Fresh_Graduate,Medium,14.0,no,gold,6,19.0,5.0,2.0,1.0,1,terrace,10.0,N.Sembilan,3.0,Medium,Low,Low,Accept,8
5,Fresh_Graduate,Medium,24.0,yes,normal,6,19.0,5.0,2.0,1.0,2,terrace,10.0,N.Sembilan,3.0,Medium,Low,Medium,Accept,7
5,Fresh_Graduate,Medium,15.0,no,platinum,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,1.0,Medium,Low,Low,Accept,8
5,Fresh_Graduate,Medium,19.0,yes,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,High,Low,Medium,Accept,7
5,Fresh_Graduate,Low,11.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,High,Low,Medium,Accept,9
5,Fresh_Graduate,Low,22.0,yes,gold,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,3.0,Medium,Medium,Medium,Accept,7
5,Fresh_Graduate,Medium,12.0,no,gold,6,15.0,4.0,2.0,1.0,3,terrace,10.0,N.S,3.0,Medium,Medium,Low,Accept,6
5,Fresh_Graduate,High,22.0,yes,normal,6,19.0,4.0,2.0,4.0,3,terrace,10.0,N.S,3.0,Medium,Medium,Medium,Reject,7
5,Fresh_Graduate,Medium,21.0,no,gold,6,19.0,4.0,2.0,1.0,1,condominium,10.0,N.S,1.0,Medium,Medium,Low,Accept,6
5,Fresh_Graduate,High,19.0,yes,gold,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,Medium,Low,Medium,Accept,6
5,Fresh_Graduate,High,18.0,no,normal,6,15.0,4.0,2.0,4.0,1,terrace,10.0,N.S,3.0,Medium,Medium,Medium,Reject,7
5,Fresh_Graduate,Low,22.0,yes,normal,6,19.0,5.0,2.0,4.0,3,condominium,10.0,N.S,3.0,Low,Medium,Low,Accept,9
5,Fresh_Graduate,Low,24.0,no,normal,6,19.0,4.0,2.0,4.0,2,terrace,10.0,N.S,3.0,Medium,Low,Low,Accept,7
5,Fresh_Graduate,Medium,22.0,yes,normal,6,19.0,4.0,2.0,4.0,1,condominium,10.0,N.S,3.0,Medium,Low,High,Reject,9
5,Fresh_Graduate,Low,22.0,no,normal,6,15.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,Medium,Low,Medium,Accept,7
5,Fresh_Graduate,Low,22.0,yes,normal,6,15.0,5.0,2.0,4.0,2,terrace,10.0,N.S,1.0,Medium,Low,Medium,Accept,7
5,Fresh_Graduate,Medium,22.0,no,gold,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,3.0,Medium,Medium,Medium,Reject,7
5,Fresh_Graduate,Low,10.0,yes,gold,6,15.0,5.0,2.0,4.0,2,terrace,10.0,N.S,2.0,Medium,Medium,Low,Accept,9
5,Fresh_Graduate,High,17.0,no,gold,6,15.0,4.0,2.0,4.0,1,terrace,10.0,N.S,2.0,Medium,Low,Medium,Accept,6
5,Fresh_Graduate,High,11.0,yes,normal,6,19.0,4.0,2.0,1.0,1,terrace,10.0,N.S,3.0,Low,High,Low,Accept,9
5,Fresh_Graduate,Medium,21.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,High,Low,High,Accept,7
5,Fresh_Graduate,Medium,20.0,yes,platinum,6,15.0,5.0,2.0,4.0,2,terrace,10.0,N.S,1.0,Low,Medium,Medium,Accept,9
5,Fresh_Graduate,Medium,10.0,no,gold,6,19.0,4.0,2.0,4.0,2,terrace,10.0,N.S,3.0,Medium,High,Medium,Accept,7
5,Fresh_Graduate,Medium,20.0,yes,gold,6,15.0,5.0,2.0,1.0,1,terrace,10.0,N.S,1.0,Medium,Medium,Low,Accept,8
5,Fresh_Graduate,Medium,12.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,1.0,Medium,Low,High,Accept,7
5,Fresh_Graduate,High,12.0,yes,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,Low,Low,Low,Accept,7
5,Fresh_Graduate,Low,11.0,no,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,Medium,Low,Low,Accept,6
5,Fresh_Graduate,Medium,22.0,yes,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,3.0,Medium,Medium,High,Reject,7
5,Fresh_Graduate,Medium,14.0,no,platinum,6,15.0,4.0,2.0,4.0,2,terrace,10.0,N.S,1.0,Medium,Low,High,Reject,6
5,Fresh_Graduate,High,18.0,yes,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,High,High,Medium,Accept,9
5,Fresh_Graduate,Medium,15.0,no,normal,6,19.0,4.0,2.0,4.0,3,terrace,10.0,N.S,2.0,Medium,Medium,Medium,Accept,6
5,Fresh_Graduate,Low,22.0,yes,gold,6,19.0,4.0,2.0,4.0,3,terrace,10.0,N.S,3.0,Low,Medium,Medium,Accept,9
5,Fresh_Graduate,Medium,22.0,no,platinum,6,19.0,4.0,2.0,1.0,1,terrace,10.0,N.S,3.0,Medium,Low,Medium,Accept,9
5,Fresh_Graduate,Low,24.0,yes,normal,6,15.0,4.0,2.0,1.0,3,terrace,10.0,N.S,3.0,Medium,High,Medium,Accept,7
5,Fresh_Graduate,Medium,20.0,no,gold,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.S,3.0,Low,Medium,High,Reject,8
5,Fresh_Graduate,Low,22.0,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.S,3.0,Low,Low,Medium,Reject,8
5,Fresh_Graduate,Medium,21.0,no,gold,6,15.0,5.0,2.0,4.0,1,terrace,10.0,N.S,2.0,Medium,High,Medium,Accept,9
5,Fresh_Graduate,Medium,22.0,yes,normal,6,15.0,5.0,2.0,1.0,1,terrace,10.0,N.S,3.0,High,Medium,Medium,Reject,7
5,Fresh_Graduate,High,22.0,no,normal,6,19.0,4.0,2.0,4.0,2,terrace,10.0,N.S,3.0,High,High,Medium,Reject,6
5,Fresh_Graduate,Medium,12.0,yes,gold,6,19.0,4.0,2.0,1.0,3,terrace,10.0,N.S,3.0,Low,High,Medium,Accept,8
5,Fresh_Graduate,Medium,12.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,Medium,Medium,Low,Accept,6
5,Fresh_Graduate,Medium,10.0,yes,normal,6,15.0,5.0,2.0,4.0,1,terrace,10.0,N.S,2.0,Medium,High,Medium,Reject,6
5,Fresh_Graduate,Medium,24.0,no,gold,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,Medium,High,Medium,Accept,8
5,Fresh_Graduate,Medium,24.0,yes,normal,6,15.0,5.0,2.0,4.0,2,condominium,10.0,N.S,1.0,High,High,Low,Accept,9
5,Fresh_Graduate,Medium,21.0,no,platinum,6,19.0,5.0,2.0,1.0,3,terrace,10.0,N.S,3.0,Medium,High,Medium,Accept,6
7,Fresh_Graduate,High,19.0,yes,normal,6,19.0,6.0,5.0,1.0,2,condominium,10.0,Sarawak,3.0,Medium,Low,Medium,Accept,9
7,Fresh_Graduate,High,22.0,no,normal,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,3.0,Medium,High,Medium,Reject,6
7,Fresh_Graduate,High,13.0,yes,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,Sarawak,2.0,Medium,High,Medium,Accept,6
7,Fresh_Graduate,Medium,22.0,no,normal,6,15.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,3.0,High,Low,Low,Accept,9
7,Fresh_Graduate,Low,12.0,yes,gold,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Sarawak,2.0,Low,Medium,Medium,Accept,6
7,Fresh_Graduate,High,22.0,no,gold,6,15.0,6.0,5.0,1.0,2,condominium,10.0,Sarawak,3.0,Low,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,18.0,yes,gold,6,15.0,6.0,5.0,1.0,2,condominium,10.0,Sarawak,3.0,Low,Low,Low,Accept,6
7,Fresh_Graduate,High,22.0,no,normal,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Sarawak,3.0,Low,High,High,Accept,7
7,Fresh_Graduate,Low,14.0,yes,normal,6,15.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,3.0,High,High,Medium,Accept,7
7,Fresh_Graduate,High,14.0,no,gold,6,19.0,6.0,2.0,4.0,3,condominium,10.0,Sarawak,3.0,Medium,High,Medium,Reject,7
7,Fresh_Graduate,High,11.0,yes,gold,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,2.0,High,High,Medium,Accept,6
7,Fresh_Graduate,Medium,22.0,no,normal,6,19.0,6.0,2.0,4.0,3,condominium,10.0,Sarawak,2.0,Low,Medium,Medium,Accept,6
7,Fresh_Graduate,Low,22.0,yes,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,Sarawak,2.0,Low,Medium,Medium,Accept,9
7,Fresh_Graduate,High,14.0,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,3.0,Medium,High,High,Accept,7
7,Fresh_Graduate,Medium,14.0,yes,gold,6,19.0,4.0,5.0,4.0,2,condominium,10.0,Sarawak,1.0,Medium,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,15.0,no,gold,6,15.0,4.0,5.0,1.0,3,condominium,10.0,Sarawak,1.0,High,High,High,Accept,7
7,Fresh_Graduate,Medium,17.0,yes,gold,6,19.0,4.0,5.0,4.0,3,condominium,10.0,Sarawak,1.0,Low,Low,High,Accept,7
7,Fresh_Graduate,Medium,18.0,no,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sarawak,3.0,Low,High,Medium,Accept,8
7,Fresh_Graduate,Medium,20.0,yes,normal,6,19.0,6.0,2.0,4.0,2,condominium,10.0,Sarawak,2.0,Medium,Medium,High,Accept,8
7,Fresh_Graduate,Medium,22.0,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,1.0,Medium,High,Medium,Accept,9
7,Fresh_Graduate,Medium,22.0,yes,normal,6,19.0,6.0,5.0,1.0,1,condominium,10.0,Sabah,3.0,Low,High,Medium,Accept,9
7,Fresh_Graduate,Medium,22.0,no,normal,6,15.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,3.0,Low,Medium,Medium,Accept,9
7,Fresh_Graduate,Low,22.0,yes,gold,6,15.0,6.0,5.0,4.0,3,condominium,10.0,Sabah,3.0,Low,Low,Medium,Reject,7
7,Fresh_Graduate,High,20.0,no,normal,6,15.0,6.0,2.0,4.0,3,condominium,10.0,Sabah,3.0,Low,Medium,Medium,Reject,7
7,Fresh_Graduate,High,20.0,yes,normal,6,19.0,6.0,5.0,1.0,1,condominium,10.0,Sabah,3.0,Medium,High,Low,Accept,6
7,Fresh_Graduate,Low,22.0,no,normal,6,15.0,6.0,5.0,4.0,2,condominium,10.0,Sabah,3.0,High,High,Low,Accept,8
7,Fresh_Graduate,Medium,22.0,yes,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,1.0,High,Medium,High,Accept,7
7,Fresh_Graduate,Medium,22.0,no,normal,6,15.0,6.0,5.0,4.0,3,condominium,10.0,Sabah,3.0,Low,Medium,High,Accept,8
7,Fresh_Graduate,Medium,22.0,yes,gold,6,15.0,6.0,2.0,4.0,3,condominium,10.0,Sabah,1.0,Medium,Low,High,Accept,7
7,Fresh_Graduate,Medium,18.0,no,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,3.0,Low,Medium,Low,Reject,9
7,Fresh_Graduate,Medium,24.0,yes,normal,6,15.0,6.0,5.0,1.0,3,condominium,10.0,Sabah,3.0,Medium,Low,Medium,Accept,9
7,Fresh_Graduate,Medium,14.0,no,normal,6,19.0,6.0,2.0,1.0,2,condominium,10.0,Sabah,3.0,Medium,Low,Medium,Accept,8
7,Fresh_Graduate,High,22.0,yes,gold,6,19.0,4.0,2.0,1.0,2,condominium,10.0,Sabah,3.0,Low,High,Medium,Accept,6
7,Fresh_Graduate,Low,16.0,no,platinum,6,19.0,4.0,2.0,4.0,2,condominium,10.0,Sabah,2.0,High,Low,Low,Accept,9
7,Fresh_Graduate,High,15.0,yes,normal,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Sabah,3.0,Medium,High,Medium,Reject,7
7,Fresh_Graduate,Low,15.0,no,normal,6,19.0,6.0,2.0,4.0,3,condominium,10.0,Sabah,1.0,High,Low,Medium,Accept,8
7,Fresh_Graduate,Low,10.0,yes,gold,6,19.0,4.0,2.0,4.0,2,condominium,10.0,Sabah,3.0,Low,Medium,High,Accept,9
7,Fresh_Graduate,Low,15.0,no,normal,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Sabah,3.0,Medium,Medium,Medium,Accept,9
7,Fresh_Graduate,Medium,18.0,yes,normal,6,15.0,6.0,5.0,1.0,3,condominium,10.0,Sabah,2.0,Medium,Low,High,Accept,6
7,Fresh_Graduate,Low,19.0,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sabah,3.0,High,Medium,High,Reject,6
7,Fresh_Graduate,Low,18.0,yes,gold,6,15.0,4.0,5.0,4.0,3,condominium,10.0,SWK,3.0,Low,Medium,Medium,Accept,6
7,Fresh_Graduate,High,13.0,no,normal,6,19.0,6.0,5.0,1.0,2,condominium,10.0,SWK,2.0,Low,High,Medium,Accept,9
7,Fresh_Graduate,Medium,18.0,yes,platinum,6,19.0,6.0,5.0,4.0,2,condominium,10.0,SWK,3.0,Medium,Medium,Medium,Accept,8
7,Fresh_Graduate,High,12.0,no,platinum,6,19.0,6.0,2.0,1.0,1,condominium,10.0,SWK,3.0,Medium,Low,Medium,Reject,7
7,Fresh_Graduate,Medium,22.0,yes,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,SWK,2.0,Medium,Medium,Medium,Accept,9
7,Fresh_Graduate,High,16.0,no,gold,6,15.0,6.0,5.0,4.0,3,condominium,10.0,SWK,3.0,Medium,Low,Low,Reject,6
7,Fresh_Graduate,Medium,12.0,yes,gold,6,19.0,6.0,5.0,1.0,2,condominium,10.0,SWK,3.0,High,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,19.0,no,platinum,6,19.0,4.0,5.0,1.0,3,condominium,10.0,SWK,2.0,Medium,Medium,High,Accept,9
7,Fresh_Graduate,Medium,12.0,yes,normal,6,19.0,4.0,2.0,1.0,1,condominium,10.0,SWK,2.0,Low,Medium,Medium,Accept,8
7,Fresh_Graduate,High,22.0,no,normal,6,15.0,6.0,2.0,1.0,3,condominium,10.0,SWK,1.0,High,Low,Medium,Reject,6
7,Fresh_Graduate,Medium,20.0,yes,platinum,6,19.0,6.0,2.0,4.0,2,condominium,10.0,SWK,1.0,High,High,High,Accept,6
7,Fresh_Graduate,Low,22.0,no,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,SWK,2.0,High,High,Medium,Reject,9
7,Fresh_Graduate,High,22.0,yes,normal,6,15.0,6.0,5.0,4.0,1,condominium,10.0,SWK,3.0,Medium,Medium,Low,Accept,6
7,Fresh_Graduate,Low,22.0,no,gold,6,19.0,6.0,2.0,1.0,3,condominium,10.0,SWK,3.0,High,High,Medium,Accept,6
7,Fresh_Graduate,Low,22.0,yes,normal,6,19.0,6.0,5.0,1.0,1,condominium,10.0,SWK,2.0,Medium,High,High,Accept,7
7,Fresh_Graduate,Medium,15.0,no,platinum,6,19.0,6.0,2.0,4.0,1,condominium,10.0,SWK,3.0,Medium,Low,Medium,Accept,7
7,Fresh_Graduate,Medium,13.0,yes,normal,6,19.0,6.0,5.0,1.0,2,condominium,10.0,SWK,2.0,Medium,Medium,Low,Reject,6
7,Fresh_Graduate,Low,11.0,no,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,SWK,2.0,High,Medium,Medium,Reject,8
7,Fresh_Graduate,Medium,23.0,yes,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,SWK,1.0,Low,High,Medium,Accept,8
7,Fresh_Graduate,Medium,10.0,no,normal,6,15.0,4.0,5.0,4.0,1,condominium,10.0,SWK,2.0,High,Medium,Medium,Reject,8
7,Fresh_Graduate,Low,23.0,yes,normal,6,19.0,6.0,5.0,1.0,3,condominium,10.0,Trengganu,3.0,High,Medium,Medium,Reject,6
7,Fresh_Graduate,Low,19.0,no,normal,6,19.0,4.0,5.0,1.0,1,condominium,10.0,Trengganu,1.0,Medium,Medium,Low,Accept,6
7,Fresh_Graduate,Medium,13.0,yes,normal,6,19.0,6.0,2.0,1.0,1,condominium,10.0,Trengganu,3.0,High,High,Medium,Accept,9
7,Fresh_Graduate,Medium,22.0,no,normal,6,15.0,6.0,5.0,1.0,3,condominium,10.0,Trengganu,3.0,Low,High,Low,Accept,9
7,Fresh_Graduate,High,13.0,yes,gold,6,19.0,6.0,5.0,1.0,3,condominium,10.0,Trengganu,2.0,High,Medium,Low,Accept,9
7,Fresh_Graduate,Medium,16.0,no,gold,6,19.0,6.0,2.0,1.0,3,condominium,10.0,Trengganu,3.0,Low,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,21.0,yes,platinum,6,19.0,6.0,2.0,4.0,3,condominium,10.0,Trengganu,3.0,High,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,12.0,no,gold,6,15.0,4.0,5.0,4.0,3,condominium,10.0,Trengganu,1.0,Medium,Low,Low,Reject,6
7,Fresh_Graduate,High,13.0,yes,normal,6,15.0,6.0,5.0,1.0,2,condominium,10.0,Trengganu,3.0,Medium,Low,Medium,Accept,8
7,Fresh_Graduate,Medium,24.0,no,gold,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Trengganu,2.0,Medium,Low,Low,Accept,7
7,Fresh_Graduate,Medium,23.0,yes,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,Trengganu,3.0,Low,Low,Medium,Reject,9
7,Fresh_Graduate,Low,13.0,no,normal,6,19.0,4.0,2.0,4.0,3,condominium,10.0,Trengganu,3.0,Medium,Medium,Medium,Accept,6
7,Fresh_Graduate,Medium,17.0,yes,normal,6,15.0,6.0,5.0,1.0,3,condominium,10.0,Trengganu,2.0,Low,Medium,Medium,Accept,9
7,Fresh_Graduate,Medium,13.0,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Trengganu,2.0,Low,Low,Low,Reject,9
7,Fresh_Graduate,Medium,24.0,yes,normal,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Trengganu,1.0,Low,Medium,Medium,Accept,6
7,Fresh_Graduate,Low,13.0,no,normal,6,19.0,6.0,5.0,1.0,1,condominium,10.0,Trengganu,2.0,Medium,Low,High,Accept,8
7,Fresh_Graduate,Low,12.0,yes,normal,6,19.0,6.0,2.0,4.0,3,condominium,10.0,Trengganu,1.0,Low,Medium,Medium,Accept,9
7,Fresh_Graduate,High,23.0,no,normal,6,15.0,6.0,5.0,1.0,1,condominium,10.0,Trengganu,1.0,Low,High,Low,Reject,7
7,Fresh_Graduate,Medium,20.0,yes,gold,6,19.0,4.0,2.0,4.0,3,condominium,10.0,Trengganu,3.0,Low,Low,High,Accept,7
7,Fresh_Graduate,High,10.0,no,normal,6,15.0,6.0,2.0,4.0,2,condominium,10.0,Trengganu,3.0,Low,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,18.0,yes,gold,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Kedah,3.0,Low,Medium,Medium,Reject,6
7,Fresh_Graduate,Medium,13.0,no,gold,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Kedah,3.0,Medium,Medium,Medium,Accept,9
7,Fresh_Graduate,Medium,21.0,yes,normal,6,15.0,6.0,5.0,1.0,1,condominium,10.0,Kedah,1.0,Medium,Low,Medium,Accept,6
7,Fresh_Graduate,Medium,17.0,no,normal,6,19.0,6.0,5.0,1.0,1,condominium,10.0,Kedah,3.0,Low,Medium,Medium,Accept,6
7,Fresh_Graduate,High,16.0,yes,platinum,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Kedah,2.0,Medium,Low,Low,Accept,8
7,Fresh_Graduate,High,17.0,no,gold,6,19.0,6.0,5.0,1.0,3,condominium,10.0,Kedah,1.0,High,High,High,Accept,8
7,Fresh_Graduate,Medium,10.0,yes,normal,6,19.0,6.0,2.0,4.0,2,condominium,10.0,Kedah,1.0,Low,Low,Medium,Reject,6
7,Fresh_Graduate,Low,24.0,no,normal,6,19.0,4.0,5.0,4.0,1,condominium,10.0,Kedah,3.0,Low,High,Medium,Accept,7
7,Fresh_Graduate,Medium,22.0,yes,gold,6,15.0,6.0,2.0,4.0,2,condominium,10.0,Kedah,3.0,Medium,High,Low,Accept,9
7,Fresh_Graduate,High,10.0,no,gold,6,19.0,6.0,5.0,1.0,3,condominium,10.0,Kedah,3.0,High,Medium,High,Accept,8
7,Fresh_Graduate,Low,10.0,yes,gold,6,19.0,4.0,2.0,4.0,1,condominium,10.0,Kedah,2.0,High,Medium,Medium,Accept,8
7,Fresh_Graduate,Medium,22.0,no,normal,6,19.0,6.0,2.0,4.0,1,condominium,10.0,Kedah,3.0,Medium,Low,Medium,Reject,7
7,Fresh_Graduate,Low,16.0,yes,gold,6,19.0,4.0,5.0,1.0,2,condominium,10.0,Kedah,3.0,Medium,Medium,High,Accept,6
